frame_path,label,video_path
data\processed\faces\real\id9_0003_frame000130_face.jpg,0,data\raw\celeb-df\Celeb-real\id9_0003.mp4
data\processed\faces\real\id9_0003_frame000140_face.jpg,0,data\raw\celeb-df\Celeb-real\id9_0003.mp4
data\processed\faces\real\id9_0003_frame000150_face.jpg,0,data\raw\celeb-df\Celeb-real\id9_0003.mp4
data\processed\faces\real\id9_0003_frame000160_face.jpg,0,data\raw\celeb-df\Celeb-real\id9_0003.mp4
data\processed\faces\real\id9_0003_frame000170_face.jpg,0,data\raw\celeb-df\Celeb-real\id9_0003.mp4
data\processed\faces\real\id9_0003_frame000180_face.jpg,0,data\raw\celeb-df\Celeb-real\id9_0003.mp4
data\processed\faces\real\id9_0003_frame000190_face.jpg,0,data\raw\celeb-df\Celeb-real\id9_0003.mp4
data\processed\faces\real\id9_0003_frame000200_face.jpg,0,data\raw\celeb-df\Celeb-real\id9_0003.mp4
data\processed\faces\real\id9_0003_frame000210_face.jpg,0,data\raw\celeb-df\Celeb-real\id9_0003.mp4
data\processed\faces\real\id9_0003_frame000220_face.jpg,0,data\raw\celeb-df\Celeb-real\id9_0003.mp4
data\processed\faces\real\id9_0003_frame000230_face.jpg,0,data\raw\celeb-df\Celeb-real\id9_0003.mp4
data\processed\faces\real\id9_0003_frame000240_face.jpg,0,data\raw\celeb-df\Celeb-real\id9_0003.mp4
data\processed\faces\real\id9_0003_frame000250_face.jpg,0,data\raw\celeb-df\Celeb-real\id9_0003.mp4
data\processed\faces\real\id9_0003_frame000260_face.jpg,0,data\raw\celeb-df\Celeb-real\id9_0003.mp4
data\processed\faces\real\id9_0003_frame000270_face.jpg,0,data\raw\celeb-df\Celeb-real\id9_0003.mp4
data\processed\faces\real\id9_0003_frame000280_face.jpg,0,data\raw\celeb-df\Celeb-real\id9_0003.mp4
data\processed\faces\real\id9_0003_frame000290_face.jpg,0,data\raw\celeb-df\Celeb-real\id9_0003.mp4
data\processed\faces\real\id16_0000_frame000000_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000010_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000020_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000030_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000040_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000050_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000060_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000070_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000080_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000090_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000100_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000110_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000120_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000130_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000140_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000150_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000160_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000170_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000180_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000190_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000200_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000210_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000220_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000230_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000240_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000250_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000260_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000270_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000280_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id16_0000_frame000290_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0000.mp4
data\processed\faces\real\id3_0008_frame000000_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000010_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000020_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000030_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000040_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000050_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000060_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000070_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000080_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000090_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000100_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000110_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000120_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000130_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000140_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000150_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000160_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000170_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000180_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000190_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000200_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000210_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000220_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000230_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000240_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000250_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000260_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000270_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000280_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id3_0008_frame000290_face.jpg,0,data\raw\celeb-df\Celeb-real\id3_0008.mp4
data\processed\faces\real\id17_0003_frame000000_face.jpg,0,data\raw\celeb-df\Celeb-real\id17_0003.mp4
data\processed\faces\real\id17_0003_frame000010_face.jpg,0,data\raw\celeb-df\Celeb-real\id17_0003.mp4
data\processed\faces\real\id17_0003_frame000020_face.jpg,0,data\raw\celeb-df\Celeb-real\id17_0003.mp4
data\processed\faces\real\id17_0003_frame000030_face.jpg,0,data\raw\celeb-df\Celeb-real\id17_0003.mp4
data\processed\faces\real\id17_0003_frame000040_face.jpg,0,data\raw\celeb-df\Celeb-real\id17_0003.mp4
data\processed\faces\real\id17_0003_frame000050_face.jpg,0,data\raw\celeb-df\Celeb-real\id17_0003.mp4
data\processed\faces\real\id17_0003_frame000060_face.jpg,0,data\raw\celeb-df\Celeb-real\id17_0003.mp4
data\processed\faces\real\id17_0003_frame000070_face.jpg,0,data\raw\celeb-df\Celeb-real\id17_0003.mp4
data\processed\faces\real\id17_0003_frame000080_face.jpg,0,data\raw\celeb-df\Celeb-real\id17_0003.mp4
data\processed\faces\real\id17_0003_frame000090_face.jpg,0,data\raw\celeb-df\Celeb-real\id17_0003.mp4
data\processed\faces\real\id17_0003_frame000100_face.jpg,0,data\raw\celeb-df\Celeb-real\id17_0003.mp4
data\processed\faces\real\id17_0003_frame000110_face.jpg,0,data\raw\celeb-df\Celeb-real\id17_0003.mp4
data\processed\faces\real\id17_0003_frame000120_face.jpg,0,data\raw\celeb-df\Celeb-real\id17_0003.mp4
data\processed\faces\real\id17_0003_frame000130_face.jpg,0,data\raw\celeb-df\Celeb-real\id17_0003.mp4
data\processed\faces\real\id17_0003_frame000140_face.jpg,0,data\raw\celeb-df\Celeb-real\id17_0003.mp4
data\processed\faces\real\id17_0003_frame000150_face.jpg,0,data\raw\celeb-df\Celeb-real\id17_0003.mp4
data\processed\faces\real\id17_0003_frame000160_face.jpg,0,data\raw\celeb-df\Celeb-real\id17_0003.mp4
data\processed\faces\real\id17_0003_frame000170_face.jpg,0,data\raw\celeb-df\Celeb-real\id17_0003.mp4
data\processed\faces\real\id17_0003_frame000180_face.jpg,0,data\raw\celeb-df\Celeb-real\id17_0003.mp4
data\processed\faces\real\id17_0003_frame000190_face.jpg,0,data\raw\celeb-df\Celeb-real\id17_0003.mp4
data\processed\faces\real\id17_0003_frame000200_face.jpg,0,data\raw\celeb-df\Celeb-real\id17_0003.mp4
data\processed\faces\real\id17_0003_frame000210_face.jpg,0,data\raw\celeb-df\Celeb-real\id17_0003.mp4
data\processed\faces\real\id17_0003_frame000220_face.jpg,0,data\raw\celeb-df\Celeb-real\id17_0003.mp4
data\processed\faces\real\id17_0003_frame000230_face.jpg,0,data\raw\celeb-df\Celeb-real\id17_0003.mp4
data\processed\faces\real\id17_0003_frame000240_face.jpg,0,data\raw\celeb-df\Celeb-real\id17_0003.mp4
data\processed\faces\real\id6_0004_frame000000_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000010_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000020_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000030_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000040_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000050_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000060_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000070_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000080_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000090_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000100_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000110_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000120_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000130_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000140_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000150_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000160_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000170_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000180_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000190_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000200_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000210_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000220_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000230_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000240_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000250_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000260_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000270_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000280_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id6_0004_frame000290_face.jpg,0,data\raw\celeb-df\Celeb-real\id6_0004.mp4
data\processed\faces\real\id13_0000_frame000000_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000010_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000020_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000030_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000040_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000050_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000060_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000070_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000080_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000090_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000100_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000110_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000120_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000130_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000140_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000150_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000160_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000170_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000180_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000190_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000200_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000210_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000220_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000230_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000240_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000250_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000260_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000270_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000280_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id13_0000_frame000290_face.jpg,0,data\raw\celeb-df\Celeb-real\id13_0000.mp4
data\processed\faces\real\id16_0009_frame000000_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000010_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000020_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000030_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000040_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000050_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000060_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000070_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000080_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000090_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000100_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000110_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000120_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000130_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000140_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000150_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000160_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000170_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000180_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000190_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000200_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000210_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000220_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000230_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000240_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000250_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000260_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000270_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000280_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id16_0009_frame000290_face.jpg,0,data\raw\celeb-df\Celeb-real\id16_0009.mp4
data\processed\faces\real\id12_0003_frame000000_face.jpg,0,data\raw\celeb-df\Celeb-real\id12_0003.mp4
data\processed\faces\real\id12_0003_frame000010_face.jpg,0,data\raw\celeb-df\Celeb-real\id12_0003.mp4
data\processed\faces\real\id12_0003_frame000020_face.jpg,0,data\raw\celeb-df\Celeb-real\id12_0003.mp4
data\processed\faces\real\id12_0003_frame000030_face.jpg,0,data\raw\celeb-df\Celeb-real\id12_0003.mp4
data\processed\faces\real\id12_0003_frame000040_face.jpg,0,data\raw\celeb-df\Celeb-real\id12_0003.mp4
data\processed\faces\real\id12_0003_frame000050_face.jpg,0,data\raw\celeb-df\Celeb-real\id12_0003.mp4
data\processed\faces\real\id12_0003_frame000060_face.jpg,0,data\raw\celeb-df\Celeb-real\id12_0003.mp4
data\processed\faces\real\id12_0003_frame000070_face.jpg,0,data\raw\celeb-df\Celeb-real\id12_0003.mp4
data\processed\faces\real\id12_0003_frame000080_face.jpg,0,data\raw\celeb-df\Celeb-real\id12_0003.mp4
data\processed\faces\real\id12_0003_frame000090_face.jpg,0,data\raw\celeb-df\Celeb-real\id12_0003.mp4
